"Profile_ID";"filename";"station_name";"lat_dec_deg";"lon_dec_deg";"date_heure_UTC";"date_heure_MDT";"flag_qc";"EC_Press_dbar_val";"tare_depth";"comment";"closest_EC_sector"
145;"Nunataryuk_WP4-3_st140-alt_I20190726_R20200109_BECU_IOP-CTD-d01.csv";"st140-alt";69.01895;-137.32937;"2019-07-26 18:59:00";"2019-07-26 12:59:00";1;100.23;-0.0303800433364074;NA;"SHINGLE POINT A"
146;"Nunataryuk_WP4-3_st140-alt_I20190726_R20200109_BECU_IOP-CTD-u01.csv";"st140-alt";69.01895;-137.32937;"2019-07-26 18:59:00";"2019-07-26 12:59:00";0;100.23;-0.0303800433364074;NA;"SHINGLE POINT A"
147;"Nunataryuk_WP4-3_st150-alt_I20190726_R20200109_BECU_IOP-CTD-d01.csv";"st150-alt";68.9879;-137.04242;"2019-07-26 18:15:00";"2019-07-26 12:15:00";1;100.23;-0.0303800433364074;NA;"SHINGLE POINT A"
148;"Nunataryuk_WP4-3_st150-alt_I20190726_R20200109_BECU_IOP-CTD-u01.csv";"st150-alt";68.9879;-137.04242;"2019-07-26 18:15:00";"2019-07-26 12:15:00";0;100.23;-0.0303800433364074;NA;"SHINGLE POINT A"
149;"Nunataryuk_WP4-3_st330_I20190728_R20200109_BECU_IOP-CTD-d01.csv";"st330";69.2044;-137.01046;"2019-07-28 07:04:00";"2019-07-28 01:04:00";1;100.32;-0.0250716118942904;NA;"SHINGLE POINT A"
150;"Nunataryuk_WP4-3_st340-alt_I20190728_R20200109_BECU_IOP-CTD-d01.csv";"st340-alt";69.15125;-136.86346;"2019-07-28 06:31:00";"2019-07-28 00:31:00";1;100.32;-0.0250716118942904;NA;"SHINGLE POINT A"
151;"Nunataryuk_WP4-3_st350_I20190728_R20200109_BECU_IOP-CTD-d01.csv";"st350";69.11094;-136.79286;"2019-07-28 06:06:00";"2019-07-28 00:06:00";1;100.32;-0.0250716118942904;NA;"SHINGLE POINT A"
152;"Nunataryuk_WP4-3_st350_I20190728_R20200109_BECU_IOP-CTD-u01.csv";"st350";69.11094;-136.79286;"2019-07-28 06:06:00";"2019-07-28 00:06:00";0;100.32;-0.0250716118942904;NA;"SHINGLE POINT A"
153;"Nunataryuk_WP4-3_st360_I20190726_R20200109_BECU_IOP-CTD-d01.csv";"st360";68.99806;-136.48368;"2019-07-26 17:13:00";"2019-07-26 11:13:00";1;100.22;-0.030969869052198;NA;"SHINGLE POINT A"
154;"Nunataryuk_WP4-3_st360_I20190726_R20200109_BECU_IOP-CTD-u01.csv";"st360";68.99806;-136.48368;"2019-07-26 17:13:00";"2019-07-26 11:13:00";0;100.22;-0.030969869052198;NA;"SHINGLE POINT A"
155;"Nunataryuk_WP4-3_st370-alt_I20190726_R20200109_BECU_IOP-CTD-d01.csv";"st370-alt";68.95329;-136.25914;"2019-07-26 16:36:00";"2019-07-26 10:36:00";1;100.22;-0.030969869052198;NA;"SHINGLE POINT A"
156;"Nunataryuk_WP4-3_st370-alt_I20190726_R20200109_BECU_IOP-CTD-u01.csv";"st370-alt";68.95329;-136.25914;"2019-07-26 16:36:00";"2019-07-26 10:36:00";0;100.22;-0.030969869052198;NA;"SHINGLE POINT A"
157;"Nunataryuk_WP4-3_st380_I20190726_R20200109_BECU_IOP-CTD-d01.csv";"st380";68.83397;-135.82174;"2019-07-26 15:36:00";"2019-07-26 09:36:00";1;100.22;-0.030969869052198;NA;"SHINGLE POINT A"
158;"Nunataryuk_WP4-3_st380_I20190726_R20200109_BECU_IOP-CTD-u01.csv";"st380";68.83397;-135.82174;"2019-07-26 15:36:00";"2019-07-26 09:36:00";0;100.22;-0.030969869052198;NA;"SHINGLE POINT A"
159;"Nunataryuk_WP4-3_st740_I20190802_R20200109_BECU_IOP-CTD-d01.csv";"st740";69.4026;-133.85019;"2019-08-02 11:37:00";"2019-08-02 05:37:00";1;101.31;0.0333211339689967;NA;"TUKTOYAKTUK A"
160;"Nunataryuk_WP4-3_st800_I20190802_R20200109_BECU_IOP-CTD-d01.csv";"st800";69.59645;-133.44236;"2019-08-02 17:39:00";"2019-08-02 11:39:00";1;101.38;0.0374499139795317;NA;"TUKTOYAKTUK A"
161;"Nunataryuk_WP4-3_st810_I20190802_R20200109_BECU_IOP-CTD-d01.csv";"st810";69.53528;-133.41529;"2019-08-02 18:21:00";"2019-08-02 12:21:00";1;101.38;0.0374499139795317;NA;"TUKTOYAKTUK A"
162;"Nunataryuk_WP4-3_st820_I20190802_R20200109_BECU_IOP-CTD-d01.csv";"st820";69.48587;-133.54485;"2019-08-02 18:48:00";"2019-08-02 12:48:00";1;101.35;0.0356804368321599;NA;"TUKTOYAKTUK A"
163;"Nunataryuk_WP4-3_st830_I20190802_R20200109_BECU_IOP-CTD-d01.csv";"st830";69.43292;-133.65812;"2019-08-02 13:30:00";"2019-08-02 07:30:00";1;101.38;0.0374499139795317;NA;"TUKTOYAKTUK A"
164;"Nunataryuk_WP4-3_st840_I20190802_R20200109_BECU_IOP-CTD-d01.csv";"st840";69.39808;-133.80914;"2019-08-02 12:02:00";"2019-08-02 06:02:00";1;101.31;0.0333211339689967;NA;"TUKTOYAKTUK A"
165;"Nunataryuk_WP4-3_st850_I20190802_R20200109_BECU_IOP-CTD-d01.csv";"st850";69.36752;-133.89292;"2019-08-02 11:07:00";"2019-08-02 05:07:00";1;101.27;0.0309618311058335;NA;"TUKTOYAKTUK A"
166;"Nunataryuk_WP4-3_st860_I20190802_R20200109_BECU_IOP-CTD-d01.csv";"st860";69.35354;-133.92641;"2019-08-02 10:42:00";"2019-08-02 04:42:00";1;101.27;0.0309618311058335;NA;"TUKTOYAKTUK A"
167;"Nunataryuk_WP4-3_st870_I20190802_R20200109_BECU_IOP-CTD-d01.csv";"st870";69.28448;-133.96856;"2019-08-02 09:52:00";"2019-08-02 03:52:00";1;101.21;0.0274228768110891;NA;"TUKTOYAKTUK A"
168;"Nunataryuk_WP4-3_stR01_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR01";68.75653;-135.87326;"2019-07-30 01:02:00";"2019-07-29 19:02:00";1;100.7;-0.00265823469424031;NA;"SHINGLE POINT A"
169;"Nunataryuk_WP4-3_stR02_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR02";68.60859;-135.74576;"2019-07-30 01:39:00";"2019-07-29 19:39:00";1;101.19;0.0262432253795071;NA;"AKLAVIK A"
170;"Nunataryuk_WP4-3_stR03_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR03";68.39022;-135.42656;"2019-07-30 02:43:00";"2019-07-29 20:43:00";1;101.18;0.0256533996637165;NA;"AKLAVIK A"
171;"Nunataryuk_WP4-3_stR04_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR04";68.26666;-135.10016;"2019-07-30 03:26:00";"2019-07-29 21:26:00";1;101.18;0.0256533996637165;NA;"AKLAVIK A"
172;"Nunataryuk_WP4-3_stR05_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR05";68.26783;-134.83615;"2019-07-29 16:29:00";"2019-07-29 10:29:00";1;101.2;0.0268330510952985;NA;"AKLAVIK A"
173;"Nunataryuk_WP4-3_stR06_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR06";68.31478;-134.70374;"2019-07-29 16:56:00";"2019-07-29 10:56:00";1;101.21;0.0274228768110891;NA;"AKLAVIK A"
174;"Nunataryuk_WP4-3_stR07_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR07";68.34981;-134.66971;"2019-07-29 17:19:00";"2019-07-29 11:19:00";1;101.21;0.0274228768110891;NA;"AKLAVIK A"
175;"Nunataryuk_WP4-3_stR08_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR08";68.44618;-134.49945;"2019-07-29 17:44:00";"2019-07-29 11:44:00";1;101.25;0.0297821796742523;NA;"AKLAVIK A"
176;"Nunataryuk_WP4-3_stR09_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR09";68.47059;-134.09022;"2019-07-29 18:25:00";"2019-07-29 12:25:00";1;100.02;-0.0427663833680141;NA;"INUVIK CLIMATE"
177;"Nunataryuk_WP4-3_stR10_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR10";68.5004;-134.00767;"2019-07-29 19:05:00";"2019-07-29 13:05:00";1;100.03;-0.0421765576522226;NA;"INUVIK CLIMATE"
178;"Nunataryuk_WP4-3_stR11_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR11";68.48715;-133.9246;"2019-07-29 19:26:00";"2019-07-29 13:26:00";1;100.03;-0.0421765576522226;NA;"INUVIK CLIMATE"
179;"Nunataryuk_WP4-3_stR12_I20190729_R20200109_BECU_IOP-CTD-d01.csv";"stR12";68.42444;-133.82076;"2019-07-29 19:46:00";"2019-07-29 13:46:00";1;100.03;-0.0421765576522226;NA;"INUVIK CLIMATE"
180;"Nunataryuk_WP4-4_st010_I20190906_R20200109_BECU_IOP-CTD-d01.csv";"st010";69.45651;-133.147;"2019-09-06 18:11:00";"2019-09-06 12:11:00";1;102.03;0.0757885855059328;NA;"TUKTOYAKTUK A"
181;"Nunataryuk_WP4-4_st020_I20190906_R20200109_BECU_IOP-CTD-d01.csv";"st020";69.41588;-133.52;"2019-09-06 17:34:00";"2019-09-06 11:34:00";1;102.03;0.0757885855059328;NA;"TUKTOYAKTUK A"
182;"Nunataryuk_WP4-4_st030_I20190906_R20200109_BECU_IOP-CTD-d01.csv";"st030";69.39579;-133.641;"2019-09-06 17:10:00";"2019-09-06 11:10:00";1;102.04;0.0763784112217243;NA;"TUKTOYAKTUK A"
183;"Nunataryuk_WP4-4_st040_I20190906_R20200109_BECU_IOP-CTD-d01.csv";"st040";69.36171;-133.74;"2019-09-06 16:49:00";"2019-09-06 10:49:00";1;102.04;0.0763784112217243;NA;"TUKTOYAKTUK A"
184;"Nunataryuk_WP4-4_st1030_I20190905_R20200109_BECU_IOP-CTD-d01.csv";"st1030";69.6484;-133.221;"2019-09-05 16:23:00";"2019-09-05 10:23:00";1;101.77;0.0604531168953724;NA;"TUKTOYAKTUK A"
185;"Nunataryuk_WP4-4_st1040_I20190905_R20200109_BECU_IOP-CTD-d01.csv";"st1040";69.61528;-133.334;"2019-09-05 17:40:00";"2019-09-05 11:40:00";1;101.85;0.0651717226216988;NA;"TUKTOYAKTUK A"
186;"Nunataryuk_WP4-4_st1050_I20190905_R20200109_BECU_IOP-CTD-d01.csv";"st1050";69.57647;-133.359;"2019-09-05 18:41:00";"2019-09-05 12:41:00";1;101.9;0.0681208512006535;NA;"TUKTOYAKTUK A"
187;"Nunataryuk_WP4-4_st120_I20190829_R20200109_BECU_IOP-CTD-d01.csv";"st120";69.181;-137.8048;"2019-08-29 19:21:00";"2019-08-29 13:21:00";1;101.68;0.0551446854532554;NA;"SHINGLE POINT A"
188;"Nunataryuk_WP4-4_st125_I20190829_R20200109_BECU_IOP-CTD-d01.csv";"st125";69.12931;-137.8043;"2019-08-29 20:03:00";"2019-08-29 14:03:00";1;101.67;0.0545548597374648;NA;"SHINGLE POINT A"
189;"Nunataryuk_WP4-4_st125_I20190829_R20200109_BECU_IOP-CTD-d02.csv";"st125";69.12931;-137.8043;"2019-08-29 20:03:00";"2019-08-29 14:03:00";1;101.67;0.0545548597374648;NA;"SHINGLE POINT A"
190;"Nunataryuk_WP4-4_st130_I20190829_R20200109_BECU_IOP-CTD-d01.csv";"st130";69.06973;-137.44983;"2019-08-29 20:59:00";"2019-08-29 14:59:00";1;101.66;0.0539650340216742;NA;"SHINGLE POINT A"
191;"Nunataryuk_WP4-4_st135_I20190829_R20200109_BECU_IOP-CTD-d01.csv";"st135";69.03886;-137.39052;"2019-08-29 21:27:00";"2019-08-29 15:27:00";1;101.66;0.0539650340216742;NA;"SHINGLE POINT A"
192;"Nunataryuk_WP4-4_st140-alt-s_I20190829_R20200109_BECU_IOP-CTD-d01.csv";"st140-alt2";69.01881;-137.32701;"2019-08-29 21:50:00";"2019-08-29 15:50:00";1;101.66;0.0539650340216742;NA;"SHINGLE POINT A"
193;"Nunataryuk_WP4-4_st140-alt_I20190829_R20200109_BECU_IOP-CTD-d01.csv";"st140-alt";69.02058;-137.32374;"2019-08-29 15:36:00";"2019-08-29 09:36:00";1;101.69;0.0557345111690459;NA;"SHINGLE POINT A"
194;"Nunataryuk_WP4-4_st150-alt_I20190830_R20200109_BECU_IOP-CTD-d01.csv";"st150-alt";68.98512;-137.0368;"2019-08-30 16:25:00";"2019-08-30 10:25:00";1;101.87;0.06635137405328;NA;"SHINGLE POINT A"
195;"Nunataryuk_WP4-4_st330_I20190829_R20200109_BECU_IOP-CTD-d01.csv";"st330";69.20558;-137.00621;"2019-08-29 18:09:00";"2019-08-29 12:09:00";1;101.68;0.0551446854532554;NA;"SHINGLE POINT A"
196;"Nunataryuk_WP4-4_st340-alt_I20190829_R20200109_BECU_IOP-CTD-d01.csv";"st340-alt";69.15173;-136.85726;"2019-08-29 16:56:00";"2019-08-29 10:56:00";1;101.68;0.0551446854532554;NA;"SHINGLE POINT A"
197;"Nunataryuk_WP4-4_st350_I20190829_R20200109_BECU_IOP-CTD-d01.csv";"st350";69.11001;-136.78836;"2019-08-29 16:29:00";"2019-08-29 10:29:00";1;101.69;0.0557345111690459;NA;"SHINGLE POINT A"
198;"Nunataryuk_WP4-4_st360_I20190830_R20200109_BECU_IOP-CTD-d01.csv";"st360";68.99739;-136.47781;"2019-08-30 17:16:00";"2019-08-30 11:16:00";1;101.88;0.0669411997690714;NA;"SHINGLE POINT A"
199;"Nunataryuk_WP4-4_st370_I20190830_R20200109_BECU_IOP-CTD-d01.csv";"st370";68.95336;-136.25129;"2019-08-30 18:46:00";"2019-08-30 12:46:00";1;101.9;0.0681208512006535;NA;"SHINGLE POINT A"
200;"Nunataryuk_WP4-4_st380-alt_I20190830_R20200109_BECU_IOP-CTD-d01.csv";"st380-alt";68.86289;-135.83269;"2019-08-30 19:31:00";"2019-08-30 13:31:00";1;101.87;0.06635137405328;NA;"SHINGLE POINT A"
201;"Nunataryuk_WP4-4_st740_I20190905_R20200109_BECU_IOP-CTD-d01.csv";"st740";69.40335;-133.85;"2019-09-05 22:42:00";"2019-09-05 16:42:00";1;102;0.0740191083585611;NA;"TUKTOYAKTUK A"
202;"Nunataryuk_WP4-4_st800_I20190905_R20200109_BECU_IOP-CTD-d01.csv";"st800";69.597;-133.442;"2019-09-05 18:16:00";"2019-09-05 12:16:00";1;101.85;0.0651717226216988;NA;"TUKTOYAKTUK A"
203;"Nunataryuk_WP4-4_st810_I20190905_R20200109_BECU_IOP-CTD-d01.csv";"st810";69.53506;-133.415;"2019-09-05 19:06:00";"2019-09-05 13:06:00";1;101.9;0.0681208512006535;NA;"TUKTOYAKTUK A"
204;"Nunataryuk_WP4-4_st820_I20190905_R20200109_BECU_IOP-CTD-d01.csv";"st820";69.48663;-133.542;"2019-09-05 20:12:00";"2019-09-05 14:12:00";1;101.94;0.0704801540638167;NA;"TUKTOYAKTUK A"
205;"Nunataryuk_WP4-4_st830_I20190905_R20200109_BECU_IOP-CTD-d01.csv";"st830";69.43236;-133.656;"2019-09-05 20:39:00";"2019-09-05 14:39:00";1;101.96;0.0716598054953979;NA;"TUKTOYAKTUK A"
206;"Nunataryuk_WP4-4_st840-2_I20190906_R20200109_BECU_IOP-CTD-d01.csv";"st840-2";69.39853;-133.81;"2019-09-06 16:17:00";"2019-09-06 10:17:00";1;102.06;0.0775580626533055;NA;"TUKTOYAKTUK A"
207;"Nunataryuk_WP4-4_st840_I20190905_R20200109_BECU_IOP-CTD-d01.csv";"st840";69.39854;-133.809;"2019-09-05 21:46:00";"2019-09-05 15:46:00";1;101.98;0.072839456926979;NA;"TUKTOYAKTUK A"
208;"Nunataryuk_WP4-4_st850_I20190906_R20200109_BECU_IOP-CTD-d01.csv";"st850";69.36811;-133.894;"2019-09-06 15:49:00";"2019-09-06 09:49:00";1;102.06;0.0775580626533055;NA;"TUKTOYAKTUK A"
209;"Nunataryuk_WP4-4_st860_I20190906_R20200109_BECU_IOP-CTD-d01.csv";"st860";69.35435;-133.928;"2019-09-06 15:32:00";"2019-09-06 09:32:00";1;102.06;0.0775580626533055;NA;"TUKTOYAKTUK A"
210;"Nunataryuk_WP4-4_st870_I20190906_R20200109_BECU_IOP-CTD-d01.csv";"st870";69.2824;-133.97;"2019-09-06 14:25:00";"2019-09-06 08:25:00";1;102.08;0.0787377140848866;NA;"TUKTOYAKTUK A"
211;"Nunataryuk_WP4-4_stR01_I20190830_R20200109_BECU_IOP-CTD-d01.csv";"stR01";68.75847;-135.87557;"2019-08-30 21:01:00";"2019-08-30 15:01:00";1;101.87;0.06635137405328;NA;"SHINGLE POINT A"
212;"Nunataryuk_WP4-4_stR03_I20190830_R20200109_BECU_IOP-CTD-d01.csv";"stR03";68.39073;-135.42919;"2019-08-30 22:13:00";"2019-08-30 16:13:00";1;102.47;0.101740917000727;NA;"AKLAVIK A"
213;"Nunataryuk_WP4-4_stR04_I20190831_R20200109_BECU_IOP-CTD-d01.csv";"stR04";68.26796;-135.10745;"2019-08-31 16:14:00";"2019-08-31 10:14:00";1;102.28;0.0905342284007027;NA;"AKLAVIK A"
214;"Nunataryuk_WP4-4_stR05_I20190831_R20200109_BECU_IOP-CTD-d01.csv";"stR05";68.26841;-134.8287;"2019-08-31 16:45:00";"2019-08-31 10:45:00";1;102.27;0.0899444026849112;NA;"AKLAVIK A"
215;"Nunataryuk_WP4-4_stR08_I20190831_R20200109_BECU_IOP-CTD-d01.csv";"stR08";68.44654;-134.50134;"2019-08-31 17:35:00";"2019-08-31 11:35:00";1;102.26;0.0893545769691215;NA;"AKLAVIK A"
216;"Nunataryuk_WP4-4_stR09_I20190831_R20200109_BECU_IOP-CTD-d01.csv";"stR09";68.47021;-134.10619;"2019-08-31 18:14:00";"2019-08-31 12:14:00";1;101.1;0.0209347939373901;NA;"INUVIK CLIMATE"
217;"Nunataryuk_WP4-4_stR12_I20190831_R20200109_BECU_IOP-CTD-d01.csv";"stR12";68.42476;-133.82165;"2019-08-31 19:31:00";"2019-08-31 13:31:00";1;101.06;0.0185754910742277;NA;"INUVIK CLIMATE"
218;"Nunataryuk_WP4-4_stTEST-shingle_I20190828_R20200109_BECU_IOP-CTD-d01.csv";"stShingleTest";69;137.33333;"2019-08-28 18:00:00";"2019-08-28 12:00:00";1;101.28;0.031551656821625;"lat/lon not logged, guessed it from GoogleEarth close to Shingle Point - same for time, put it at 12h local time";"SHINGLE POINT A"
